"content","Layanan","Transaksi","Performa Aplikasi","Keamanan"
"Servernya lemot penuh bug. Masa verifikasi wajahnya bolak balik muter muter terus. Padahal kecepatan wifi saya diatas 100 MBPs.","0","0","-1","-1"
"Dari kmren sy dah coba masuk karna sy sudah terdaftar di BSI tp egk bisa bisa no nik dah di isi no hp no rec semua nya udah lengkap...tp ttp egk bisa egk tau mau nya apa tlong jgn di persulit...jgn mcm sampah.","0","0","-1","0"
"Proses loading lama .meskipun jaringan stabil . Terus ketika akan melihat informasi atau melakukan transaksi harus muter-muter dulu masukin password dan pin ,padahal hanya mau ngecek saldo ..","0","0","-1","-1"
"Kenapa tdk bisa untuk aktivasi rekening, NO tlp yg di gunakan sudah benar tpi ada peringatan ""no tlp yg di gunakan beda dari data yang tercantum di bank"" Tolong perbaiki lagi apk pleaseeee","0","0","-1","0"
"Masukan min, klo maintenance server/aplikasi jangan siang. Ada baiknya jika maintenance dilakukan tengah malam. Kejadian pada saya ketika hendak bayar pakai BSI Mobile, aplikasinya tidak bisa dibuka. Antrian akibat itu jadi panjang.","-1","0","-1","0"
"Itu kenapa sih susah bnget aktivasi? Gagal trus lah di verifikasi wajah coba kayak living by mandiri kek verifikasi wajanya mudah,bsi terlalu mempersulit, sekarang malah di suruh pilih verifikasi lanjutan, vidio call atau datang ke kantor cabang, ngak guna juga bsi mobile klo gitu","0","0","-1","-1"
"Udh di instal tpi kok pas mau aktivasi susah bener ya, mnta verifikasi wajah tetep gk bisa.... Solusinya gmna? Thxs.","0","0","-1","-1"
"Kapan benernya ya dari siang buka gak bisa kehabisan waktu mulu sampe coba uninstal download ulang harus aktivasi lagi tapi udah masukin data selalu data tidak sesuai padahal udah bener semua aneh banget","0","0","-1","0"
"Parah banget, masa udah aktivasi dan udah berhasil lewat email pas download ulang malahan gak bisa. Jujur KECEWA BANGET","0","0","-1","0"
"Assalamualaikum untuk bank bsi, kalo bisa m-banking nya di persimple aja seperti m-banking lainnya, jujur ini sangat ribet harus perbaikan dll. Untuk kedepannya mohon lebih baik lagi ya aplikasinya, untuk sekarang saya kasih rate 4 dlu","0","0","-1","0"
"ini lagu apa lagi BSI permintaan habis waktu aja,mana lagi ada transaksi ..gmna sih sering bngt error nya","0","-1","-1","0"
"Ada apa dengan aplikasi ini, saat dibutuhkan malah gak bisa akses/terbuka yang keluar Informasi permintaan kehabisan waktu dan itu sering terjadi. Sebelumnya masih bagus dan lancar.","0","0","-1","0"
"Sejauh ini sudah bagus, sangat membantu, buat bayar kebutuhan apapun mudah, tapi ini mau dibuka tidak bisa lagi. Update penggunaan terbaru ada kendala lagi pas mau buka, permintaan kehabisan waktu.","0","1","-1","0"
"Untuk keamanan udah bagus banget,, yg mengganggu itu pas lagi butuh cepet, tiba² ""permintaan waktu habis"". Saya pernah mau beli kartu kereta bandara yg metode bayarnya cuma pake qris, tp permintaan waktu habis,, asli kesel bgt, ga cuma sering, kadang sampe seharian ga bisa d buka,, tolong diperbaiki ya,, kasian klo misal org yg cuma punya 1 m-banking,, mungkin saya bisa ga jadi ke bandara gara2 ngebug begitu apk nya","0","-1","-1","1"
"Ini kenapa ya dengan bsi sekian lama pake baru ini kaya gini permintaan kehabisan waktu kira kira ini sampai kapan ya mau di pake transaksi malah kaya gini","0","-1","-1","0"
"Aplikasi sering eror...aplikasi lain aman ja di buka...erornya permintaan waktu terbatas ....jadi ini sangat menghambat transaksi...tolong diperbaiki..trims BSI","0","-1","-1","0"
"Lagi urgent malah gangguan (permintaan kehabisan waktu), terus tidak ada pemberitahuan kalau gangguan, kan no hp customer ada.","-1","0","-1","0"
"payah suka error' ga connect. ke ATM nya juga sama aja. Semoga kedepan lebih baik lagi kinerjanya... ummat berharap dengan BSI lho. tapi swasta sering kali lebih profesional sepertinya....","-1","0","-1","0"
"Tgl 6 Juli 2024 saya ambil uang di berbagai ATM diluar bsi ga bisa saya ambil lalu saya download bsi mobile pas buka aplikasi permintaan kehabisan waktu. Tolong ya tahun 2023 saya pernah ngalamin gangguan seperti sekarang. Tolong perbaiki segera.","-1","0","-1","0"
"Sudah 2 hari mbanking bsi stuck logo ga bisa dibuka, kalo hari ini tetap tidak bisa dibuka aplikasi mbanking nya saya berhenti jadi nasabah bsi mempersulit pekerjaan orang lain. Update: emang bsi ini ga pernah bisa di andalkan mohon maaf ssbelumnya, aplikasi suka ngecrash sendiri ga bisa dibuka. Saran lebih baik pindah bank yang dapat diandalkan servicenya","-1","0","-1","0"
"Aplikasi aneh .. banyak masalah... Permintaan kehabisan waktu.. habis apanya.. tiap dibuka pasti itu yg sering muncul","0","0","-1","0"
"Hari ini BSI mobile eror lagi tidak bisa diakses.permintaan kehabisa waktu.padahal jaringan wi fi bagus ..jaringan internet juga bagus.mohon bisa ditingkatkan jangan terlalu berat aplikasinya biar semua nasabah bisa mengakses karena yg jadi nasabah BSI ada dr berbagai kalangan dr rendah menengah dan tinggi.terimaksih","-1","0","-1","0"
"Info BSI mobile tidak bisa digunakan, sudah berulang kali gangguan. Call center off, Aisyah busy. Sementara bintang 1. Hari ini tgl 6 Juli 2024 pukul 12.00 WIB . Seluruh jaringan Bank BSI terganggu. Tapi gak da info.","-1","0","-1","0"
"Mau masuk kehabisan waktu terus padahal buka apk lain ga terganggu gimna sih ini? Saya mau cek saldo aja gabisa.","0","0","-1","0"
"Aplikasi kurang bagus slalu muncul permintaan kehabisan waktu entah waktu apa yang habis terganggu dengan eror kek gini,mohon di perbaiki lagi biar dapat bintang 5","0","0","-1","0"
"Ini dari pagi g bisa transfer kehabisan waktu melulu padahal saya sudah nyaman pakai BSI yg tdnya BNI Syariah jadi dilebur menjadi BSI Sebagai nasabah kecewa pakai bangeet","0","-1","-1","0"
"Permintaan kehabisan waktu. Tolong pengembang segera diperbaiki bug macam begini. Apk tidak bisa terbuka padahal jaringan internet bagus.","0","0","-1","0"
"Kok permintaan kehabisan waktu, waktunya transaksi jd terganggu, kenapa sering maintenece, tidak ada pemberitahuan sebelumnya.?","-1","-1","-1","0"
"Akhir akhir ini BSI sering gangguan kehabisan waktu trus setiap mau transaksi tolong diperbarui lagi sistemnya kalo kyak gini trus nanti berdampak pada nasabah yg ga mau lagi transaksi menggunakan BSI","-1","-1","-1","0"
"Tolong perbaiki aplikasinya. Aplikasi mengalami Eror mendadak,dibuka selalu kehabisan waktu terus","0","0","-1","0"
"Payah jaringan bagus lancar jaya tapi permintaan kehabisan waktu gimana ini Min tolong lahh di perbaiki sinyal lancar jaya tapi ga bisa loginn","0","0","-1","0"
"Aplikasinya bagus cuma knpa tiba2 punya saya eror,( sesi pembukaan habis) . Itu maksudnya apa trus nggak bisa masuk lagi😐tolong pencerahannya","0","0","-1","0"
"Kenapa permintaan kehabisan waktu pdhl juga baru masuk dan mau di gunakan malah muncul seperti itu,,, solusinya dong minta di perbaiki lagi🥴","0","0","-1","0"
"Permintaan Kehabisan Waktu? Adalah kalimat pembuka, dan aplikasi pun tidak dapat digunakan. Ini problem, tolong diperbaiki","0","0","-1","0"
"aplikasinya sering eror,kehabisan waktu lah,sllu terganggu klu udh melakukan transfer penting.udh terlalu sering aplikasi ini banyak problem tapi tidak ada diperbaharui.slama ini tidak pernah buat ulasan,ini dikarenakan ingin menggunakan aplikasi ini biar meringankan malah buat kesal selalu.tolong ini aplikasi diperbaharui jangan stiap mau gunain ada saja masalahnya.","0","-1","-1","0"
"Apk tidak bisa di gunakan,. Tidak bisa login, bertuliskan anda kehabisan sesi waktu, tolong di perbaharui dan di tingkatkan lagi.. Agar nasabah tidak kecewa dan merasa sangat tidak puas","-1","0","-1","0"
"Setiap masuk ke aplikasi, selalu ""permintaan kehabisan waktu"". Sudah nyoba restart hp, ganti dari wi-fi ke data seluler, hidup dan matikan airplane mode. Masih aja menemukan kendala yang sama. Karena hal ini jadi transaksi saya malah tertunda.","0","-1","-1","0"
"Ini setelah update malah error kehabisan waktu ... Jaringan stabil 5bar , hapus chace udah , restart hp udah .. tolong perbaiki lagi lah","0","0","-1","0"
"Aplikasinya payah, padahal udah kepotong biaya layanan tapi sering gangguan, bikin malu aja udah belanja² giliran mau bayar aplikasinya gangguan, memalukan, sering banget mau transaksi lg urgent²nya suka gangguan, payah.... tau nggak hukum islamnya minta bahkan udah ngambil hak tapi kewajibannya ngga sesuai?","-1","-1","-1","0"
"Apakah BSI sekarang sedang maintenance ya,ko mau login keterangan kehabisan waktu trs..padahal jaringan stabil","0","0","-1","0"
"assalamualaikum wr.wb Bapak/Ibu yang baik Hati kenapa ya saat ini BSI mobile tidak bisa di buka dan hanya ada keterangan seperti ini INFORMASI KEHABISAN WAKTU ,TOLONG KONFIRMASI NYA saya mau cetak ATM dan buku rekening terima kasih 🙏🙏🙏KARENA PENTING","-1","0","-1","0"
"Ketika aplikasi error, atau setiap ada kendala pada BSI mobile,, secara tiba2 tertulis kehabisan waktu, lalu tdk bsa d akses kembali,, satu2nya cara dg melakukan aktivasi k kantor cabang Sungguh merepotkan","0","0","-1","0"
"Menyesal update. Aplikasi tidak bisa dibuka. Muncul warning ""permintaan kehabisan waktu"". Langsung muncul ketika aplikasi dibuka. Gak pakek loading lagi. Sedangkan aplikasi lain aman lancar jaya.","0","0","-1","0"
"Aplikasi m-banking yang sangat sangat menyusahkan nasabah, kebanyakan failure nya saya tidak menyarankan memakai bsi mobile karena setiap saat selalu ada error","-1","0","-1","0"
"Assalamualaikum min.. sya pengguna BSI setia udh lebih dr 3thn.. beberapa hari koq jadi mengecewakan yah,,, seharian ini loading terus ini gabisa TF cek saldo sampe gabisa isi dompet digital.. haduhhh klo keq gini mulu jadi was2 saya pake BSI..😇","0","-1","-1","0"
"Kode 100 terus. Apa maksudnya hanya tuhan dan yg buat aplikasi saja yg tahu. Nasabah hanya bisa menikmati kualitas PRODUCK yg sangat buruk itu.","0","0","-1","0"
"Ga bisa digunakan. Keterangan error trus. Sering error dan sulit diakses trutama saat weekend. Cukup menghambat. Jd nasabah sjak masih BSM dari 2003, banyak dramanya. Kita ingin syar'i tpi tolong harus didukung layanan yg memuaskan.","-1","0","-1","0"
"Bsi mobile sekarang sering bug gajelas, dari info kehabisan waktu lah atau pada saat mau cek saldo lemotnya ga ketulungan ujung' nya ga bisa diakses Tlg diperbaikilah ya","0","0","-1","0"
"Ini gimana sih kok keluar tulisan ""PERMINTAAN KEHABISAN WAKTU"" mulu sihh, padahal sinyal bagus, buat ngegame lancar, ytb 1080p juga lancar, browsing juga lancar, kok bukak bsi gitu muluuu","0","0","-1","0"
"Admin, biar tidak usa pake rekam wajah kalu aplikasi terhapus atau hp hilang susah di rekam wajah kalu masuk aplikasi. Aplikasihnya blum lengkap setor tunai dari aplikasih juga belum ada terimakasih.","-1","0","0","-1"
"Assalamualaikum wr.wb Dgn sangat menyesal, proses buka rekening sangat lama banget verifikasi nya, Sampai saya bosan menunggu nya. Udah lama proses nya tau2nya gagal. Gak kayak aplikasi lain, aplikasi lain cepat proses nya gak sampai 1 jam, ini berjam jam belum siap juga. Menyesal saya install BSI mobile ini.","-1","0","0","0"
"Apasih ni busuk banget masak pas saya masuk ad tulisan ""informasi kehabisan waktu "" apa sih mau nya mana gitu seharian kalo karna lag masak gua harus pake jaringan elon musk buat masuk bsi mobile aneh aneh aj","0","0","-1","0"
"Aplikasi gak guna. Mau aktivasi mobile banking susah banget pas deteksi wajah. Sudah berkali2 nyoba. Parah banget sumpah","-1","0","0","-1"
"Masalahnya gk pernah diatasi,selalu saja di verifikasi muka, tolong lebih diperhatikan, sudah berkali kali saya verifikasi tapi selalu gagal, menjaga keamanan penting tapi kenyamanan lebih utama, padahal muka saya tidak berubah dari sebelumnya tapi kenapa pas verifikasi selalu gagal?","-1","0","0","-1"
"ini app nya knp lemot bngt, masa aku buka app nya tiba² balik lagi ke halaman utama sihh. mana loadingnya lama bngt 😭. Mohon di perbaiki lagi ya min untuk app BSI Mobile nya. Terimah kasih 🙏","0","0","-1","0"
"Apa sih ini kok gk bisa d akses terus² an... Uang sudah masuk tapi gk bisa d ambil... Selalu keluar dari aplikasi... Merugikan","0","-1","-1","0"
"kenapa apk nya gk bisa² di buka, udh di update masi juga, tulisannya yg muncul ""kehabisan waktu"" terus, trus apk nya juga lag parah, tolong perbaiki dong,","0","0","-1","0"
"Klw ada bug mestinya pihak pengembang harus cpt melakukan perbaikan,,waktu sngt bermanfaat,,krn aplikasi tdk bs di buka smua bs jdi berantakan","-1","0","-1","0"
"apikasi lelet Tolong kedepan nya lebih diperbaiki lagi aplikasi nya, terutama ditambahkan fitur hapus riwayat transaksi terakhir pada opsi pilihan top up E-Wallet. Terima kasih","1","0","-1","0"
"Aplikasinya apa keberatan ya, agak lemot dan sering keluar sendiri atau bahkan macet, tolong segera diperbaiki min.. Sayang banget krn disini udh lengkap banget isi layanannya","1","0","-1","0"
"Stuck apk nggak mau di buka sama sekali. Cuman muncul tulisan sama logo bsi doang di redmi note 9 pro","0","0","-1","0"
"Eror Aplikasi mobile bangking tidak bisa di buka terus selalu muncul kehabisan waktu terus gimana sih.... Tolong di benerin segera ya admint. Sdh beberapa minggi tdk bisa gunain mobile banking tersebut","0","0","-1","0"
"Assalamu'alaikum. Apk nya bener² tidak bisa digunakan. Mau buka selalu kehabisan waktu, ketika sudah beberapa cara, dan uninstall tapi ketika proses verifikasi data dan wajah malah tidak bisa. Sudah mengirim pesan email, tidak ada respon. Mohon bantuannya","-1","0","-1","-1"
"Aplikasi tidak bisa di buka, permintaan waktu habis, mana mau transaksi gak bisa inbok cs di whatsapp gak ada respon","-1","-1","-1","0"
"Assalamu'alaikum warahmatullahi wabarakatuh BSI mobile Akhir akhir ini BSI mobile sering lelet loading lama banget bahkan ga bisa kebuka aplikasinya Tolong diperbaiki Terima kasih","0","0","-1","0"
"Sebenarnya enak enak aja pakai bsi, tapi kenapa sering sekali terjadi trouble dan error, apalagi ketika butuh transfer secepatnya tapi aplikasi malah tidak bisa dibuka.","0","-1","-1","0"
"Maaf tapi aplikasinya kebanyakan loading dan setelah lama loading malah muncul bacaan (""PERMINTAAN KEHABISAN WAKTU "")tolonglah segera diperbaiki kalo kayak gini jadi takut nyimpen uang banyak"" karena aplikasinya selalu ngebug","0","0","-1","-1"
"ada apa dengan aplikasi bsi mobile sekarang? saya mau buka aplikasi nya ada tulisan ""informasi permintaan kehabisan waktu"" dan tidak bisa,sudsh saya ulang berkali-kali.padahal jaringan internet saya lancar, kuota alhamdulillah ada, make wifi juga sama aja.pas tiap buka ada kendalanya dan muncul tulisan tersebut.mohon bantuannya.","0","0","-1","0"
"Aplikasi eror (PERMINTAAN KEHABISA WAKTU), waktu apanya sedangkan aplikasi lainya bisa di buka, aneh. Giliran BSI di buka malahan kecepatan internet nya hilang, tolong perbaiki kecepatan internetnya, percuma tampilan diperbaharui dan iklan serta promosi yang di utamakan sedangkan jaringan jelek.","0","0","-1","0"
"Tolong jelaskan kenapa setiap buka aplikasi malah keluar terus dan tidak bisa masuk. Ada tulisan pemintaan kehabisan waktu","0","0","-1","0"
"aplikasi yang harusnya mempermudah usernya, ini palah bikin susah dan emosi usernya mau login aja susah nitif ""permintaan waktu habis"" terus","0","0","-1","0"
"Tiap mau dipake selalu kehabisan waktu jd lama bgt padahal lagi urgent, tolong diperbaiki ya","0","0","-1","0"
"Aplikasi tidak mau loading, setiap mau buka aplikasi selalu muncul notif Sesi waktu habis.","0","0","-1","0"
"Sering kali ga jelas apknya, ui nya juga kurang banget, pake bsi krn syari'ah aja, cape banget tiap mau bayar, selalu eror, seperti ga niat buat aplikasinya","0","-1","-1","0"
"keseringan loading, menghambat kegiatan transaksi. mohon diperbaiki juga untuk cs di wa dan twitter, tidak membantu sama sekali.","-1","-1","-1","0"
":""( udah bbrp kali mau bayar tapi pas lg butuh2nya gbisa dibuka T_T sampe aku selalu pindahin cdgn ke e wallet oren krn takut bsi mobile sering error. trs sering kepotong juga uangnya utk bayar apa entah tanpa konfirmasi","0","-1","-1","-1"
"Makin kesini kok makin LEMOOOTT... Halaman awal klik selalu muncul ""PERMINTAAN KEHABISAN WAKTU"", bank sebesar BSI gak bisa bayar IT handal gt????","0","0","-1","0"
"kalau kirim dari BCA ke BSI pasti sering mental. gak masuk2, udah urus ke CS bank langsung. balasannya gak bisa bantu karena uang nya gak masuk. kadang aplikasinya juga gak bisa dibuka tiba2 seolah jaringan error, tapi buka aplikasi lain gak ada masalah. heran","-1","-1","-1","0"
"aplikasi tidak bisa dibuka tertera ""permintaan kehabisan waktu"" itu kenapa ya?, berulang kali dicoba tetap ga bisa login. tolong diperbaiki!!!.","0","0","-1","0"
"Aplikasinya lemot sekarang, tolong diperbaiki dong. Sulit buat transaksi beberapa hari ini. Handphone saya gak ada masalah/hp kentang ya","0","-1","-1","0"
"Versi yang baru malah banyak bug aplikasi kadang gak bisa dibuka selalu muncul waktu permintaan habis","0","0","-1","0"
"Membutuhkan waktu terlalu laam setiap transaksi ke flip. Apa lagi sering gangguan maintenance","0","-1","-1","0"
"Kenapa tiap mau transfer pakai fitur riwayat suka force close? Tiap mau klik riwayat yg pernah ditranfer FC mulu. Mohon diperbaiki masa masukin ulang mulu. Terus buat apa nyediain fitur transfer riwayat kalau tidak bisa digunakan","0","-1","-1","0"
"Daftar mobile banking susah bgt ya verifikasi muka jg susah bgt,,,datang ke bank bsi nya langsng tp tetap aja harus daftar dl pakai mobile banking,,,sedih bgt ribet bgt ya sistem,saya kira ketika datang kesana lngsng ditangani oleh petugas ternyata tdk harus ngisi sendiri dl mobile banking pokoke ribet bgt jd males","-1","0","0","-1"
"Akhir akhir ini kenapa aplikasinya gk bisa kebuka sama sekali ya,, mau transaksi juga jadi susah,, mohon penjelasannya min","0","-1","-1","0"
"Aplikasi paling dungu saat scan wajah waktu mau aktivasi mobile banking kembali. Sudah melakukan Blink atau berkedip tetap saja gak berhasil","0","0","0","-1"
"knpa ya bsi susahh bgt buat aktivasi mbanking, apalgi pas bagian aktivasi wajah pas bagian blink ga kedetect², trus pas dateng kecabang terdekat malah ga dpt solusi sama sekali tolong dongg saya jd susah mau ngapa²in karena ga bisa login mbanking:(","-1","0","0","-1"
"Overall sangat kurang, ekspetasi seminimal mungkin tapi ternyata masih dibawah ekspetasi, buka lokasi ATM di app ini cuma blank, GK banyak atm bsi tersebar GK bisa tarik tunai hari Minggu karena semua atm nya tutup mana jauh² cabang nya, belum ada atm bsi di mart dll. Numpang tarik tunai ATM mandiri dll kena biaya","-1","0","-1","0"
"Aplikasi perbankan yang tersulit untuk login,pada bagian face verifikasi sampai capek di depan kamera hasil gagal terus Sangat tidak membantu nasabah","0","0","0","-1"
"Mana, gak bisa aktivasi karena verifikasi wajah, bikin ribet aja, padahal datanya sudah benar, hilangkan aja verifikasi wajahnya kalo bikin ribet gini woi, saya sudah coba beberapa kali tapi tetep gak berhasil terus, kalo mau dibikin verifikasi wajahnya, jangan dipersulit woi. Aktivasi aja ribet","0","0","0","-1"
"Cape banget ga bisa bisa masuk gara-gara minta nunjukin verifikasi wajah, sampai 30 kali lebih udah ga bisa-bisa, kenapa pulak lah ini aplikasi","0","0","0","-1"
"BSI kacau . Mohon solusi nya. Saya melakukan transfer di aplikasi bsi mobil . Saat melakukan transfer jaringan terganggu. Dan hanya mutar2 lalu saya keluar dari aplikasi bsi . Saya masuk lagi saldo terpotong tetapi bukti transfer di pesan / email tidak ada. Mohon solusi nya . Duit saya yang terpotong itu kemana apakah akan di kembalikan lagi atau gimana ?? Sudah 5 jam lebih duit tidak ada kembali. Sementara saldo sudah terpotong","-1","-1","0","0"
"Sudah ditahap cukup kecewa sih sm aplikasinya, udah gak bisa pakai hape satu, ya saya sadar hape saya androidnya belum terbaru. Pakai hape lain yg lebih baru, eh malah sama saja. Jadi ini yg salah sepertinya developer aplikasinya ya. Mohon izin saya berhenti dengan bsi, trims :))","0","0","-1","0"
"Awal pakak fine aja stlh update ehh kokk malah ga bisa di gunakan Alasan nya waktu sudah habis Padahal pakek wifi n paket data jg Saya akses m banking bank sebelah fine2 aja","0","0","-1","0"
"Aplikasi eror ga bisa dibuka padahal mau transaksi.. Kalo belum siap bersaing di era digital jadi koprasi aja jgn jadi bank","0","-1","-1","0"
"aplikasi bank syariah terbesar se indonesia kok sering error, saat lagi butuh²nya tiba² gk bisa diakses alias blank, menyedihkan","0","0","-1","0"
"Aplikasi selalu notice ""permintaan waktu habis"" Begitu terus, tidak bisa buka, BSI mobile blm bisa di andalkan, Harusnya jika memang sedang ada maintenance maka aplikasi menyatakan bahwa sedang ada maintenance, atau notifikasi eror lainnya,,","-1","0","-1","0"
"Menginformasikan bapak2 / ibu2 BSI. Knp setelah update aplikasi malah tdk bisa d pakai / buka. Bintang 1 dulu sementara.","0","0","-1","0"
"Aplikasi yang menurut qu sedikit repot. -pas daftar repot di verifikasi muka,pake bahasa asing lagi -klo tekan back langsung kembali ke home,jadi meski bolak balik ke menu tujuan -cek saldo sangat repot mesti masukin paspor dan pin Setau saya liat bank lain cukup klik simbol mata saja.laah ini bejibuuun ribet nya","0","0","-1","-1"
"Saya kasih bintang 1 dulu.. Aplikasinya gak bisa dibuka, mentok logo.. Tolong perbaiki dong min....","0","0","-1","0"
"Kenapa sudah di update aplikasi nya jadi susah di buka Tampilan layar selalu kehabisan waktu Jadi susah mau transaksi","0","-1","-1","0"
"Verifikasi wajah sangat sulit, masak wajah saya yg salah,.. Biasanya apk lain yg butuh verifikasi wajah itu mudah mgkn bisa memakai cara lain, baru kali ini sesulit ini verifikasi wajah 😌","0","0","0","-1"
"Aktivasi susah, verifikasi wajah selalu gagal. Buka/tutup tabungan auto save via hp sangat sulit via m banking. Harus ke cabang dulu.","-1","0","0","-1"
"Sempet log out dan hapus apk karena hp mau pindah tangan sementara. Sekarang mau aktifasi lagi susah banget verifikasi wajahnya ga kelar2. Aseli bikin pengen tereak","0","0","0","-1"
"Awalnya tidak bisa dibuka . Muncul keterangan BSI telah berenti. Pas datang ke kantornya , CS nya bilang memori. Sudah hapus aplikasi, foto"" dan video . Di uninstal, trus di instal lagi tetap aja gak bisa kebuka . Itu kira"" kenapa yah?","-1","0","-1","0"
"Setiap kali buka menu transfer ketika mau pilih bank yang dituju malah force close. Tolong diperbaiki ini. Saya jadi kesulitan mau transaksi.","0","-1","-1","0"
"Bagaimana sih ini dengan Bank BSI mobile nya belum lama saya aktivasi, paling baru sebulan masa udh minta aktivasi lagi, kan harus datang ke kantor cabangnya. Perlu waktu . Mohon Lah jangan sedikit sedikit minta aktivasi. Soalnya mengganggu waktu saya","-1","0","0","-1"
"Sumpah kecewa banget sma BSI udh dua kali di bikin rugi, dulu perna kirim uang 1juta saldo hilang tpi uang gk masuk,nah sekarang narik 150 saldo ilang tapi uang gk keluar.","0","-1","0","-1"
"Tolong kenapa sampai sekarang saya tidak bisa aktivasi , mau transfer jadi susah, kalau gini sama aja nggak bisa mempermudah nasabah pakai mbanking kalau harus ke kantor lagi ..","-1","-1","0","-1"
"kalo bikin aflikasi yang gampang gampang aja, kaya aflikasi bank yang lain, susah veripikasi wajah. gagal terus. kemarin petugas bank nya juga gak bisa aktifasi apalagi saya selaku pengguna. mikir...","-1","0","0","-1"
"Saya masih jawab salam saat verifikasi video call eh tiba2 videocall berhenti sendiri malah langsung masuk ke verifikasi data padahal belum video call. Uda nunggu lama saat di cek status malah katanya sedang proses verifikasi. Jujur ini pengalaman TERBURUK buka rekening online. Hanya di bank BSI.","-1","0","0","-1"
"Pas dibutuhkan untuk transaksi, sering logout sendiri. Dan itu juga berkali kali. Tolong segera dibenahi","0","-1","-1","0"
"Selalu bermasalah ketika melakukan pembelian internet(indihome) tidak bisa membeli di awal waktu, Dan Saldo saya terpotong customer servicenya yang sangat jelek tidak menanggapi","-1","-1","0","0"
"Ini gimana ya min aku dari kemarin mau buka mbanking bsi nya ga bisa bisa ""Permintaan kehabisan waktu"" terus padahal udh di logout,diclear segela macem tetep ga bisa bisa . tolong dong min","0","0","-1","0"
"Assalamualaikum kenapa sih 2 hari semalam saya buka apk BSI gk bisa2 kebuka asik waktu habis saja..dan saya coba hapus eeh mntak aktivasi ulang ,dan gak bisa2 lagi aktivasi ulangnya pening saya dgn apk nya udah gak sempat ke bank lagi uang cuma di ATM tolong lah perbaiki sistemnya 😡","-1","0","-1","-1"
"ini knpya kalau ada tulisan ""cek status, mohon tunggu sebentar"" saya tunggu sampe 2 hari gak selesai"", jadi sy hapus terus download lagi. Terus kalau suara saat video call ,dari BSInya suara nya kecilll &gk jelas, habis itu sy bilang suarany gk jelas malah dimatiin, terus muncul tulisan ""cek status,mohon tunggu sebentar"" nah kn muncul lagi itu tulisany ya, jadi saya tunggu lagi gk selesai"" saya hapus terus saya download lagi,dan itu terus berulang ulang.apa BSI emg kurang profesional?jlekbetnjir","-1","0","0","-1"
"Ga bisa masuk keterangannya habis waktu ...udah di hapus cacanya..udah di instal ulang ttp ga bisa","0","0","-1","0"
"Makin mempersulit untuk login, tinggal verifikasi muka saja susah banget, pencahayaan bagus, wifi bagus, apa sih yang jadi standarnya untuk verifikasi muka bsi ini, bukannya mempermudah malah bikin susah nasabah aja aplikasi ini.","0","0","0","-1"
"Aplikasi banking paling ribet, tidak mudah penggunanya seperti bank lain. Buat rekening sudah di isi dengan betul, verifikasi via video call katanya sudah berhasil, tapi tidak acc. Aneh. Perbaiki demi kenyamanan nasabah.","-1","0","0","-1"
"Bank paling busuk yang pernah saya pakai, log in / aktivasi M-banking selalu berubah-ubah dan gak pernah betul. Selalu saja berakhir diarahkan untuk langsung ke CS, dari mulai verifikasi SMS, nelpon, video call, sampai terbaru verifikasi wajah. Tetep gak bisa .. Bank kontollll !!!!","-1","0","0","-1"
"Tolong lah dipermudah aktivasi dan pembuatan rekening dengan aktivasi wajah.saya gagal terus sampai 100 x .cabang terdekat ada sekitar 30 km .jadinya jauh ATM pun tidak ada di dekat tempat saya di cabang tersebut aja ada . tolong tambahkan ATM di UIN Antasari cabang Banjarbaru .","-1","0","-1","-1"
"Saya ganti hape. Trus aktivasi lagi pke hape yg baru dengan nomor yang sama. Tapi kendala pada face aktivasi sampe mata aku sakit gegara blits kamera nya. Tapi tetep gagal. Sialan.. Kecewa... Sekian.. Wassalam","0","0","-1","-1"
"Bagus cuma 1 kekurangan nya,, Kalau bisa kalo ada tf fan masuk,,,, harusnya ada notif nya,,, masa iya gada notif nya,,,, taunya transferan masuk baru cek mutasi","0","-1","1","0"
"Aplikasi jelek dan buruk banget. Untuk aktivasi saja susah di verifikasi wajah padahal kondisi kamera baik, Aplikasinya ga seperti bank yang lain yang mudah saat aktivasi mbankingnya","0","0","-1","-1"
"ini kenapa sih aplikasinya sering nge bug, udah 3 hari saya gabisa buka mbanking saya karna keluar sendiri terus, padahal memori aplikasinya sudah dibersihkan","0","0","-1","0"
"Sering lelet, trus ada notif permintaan kehabisan waktu, padahal buka aja belum, untung ada app bank lain yg lebih kencang.","0","0","-1","0"
"Apps yg menguji kesabaran banget. Sok² English Language cuma buat verifikasi wajah doang. Kasian orang awam","0","0","-1","-1"
"Assalamu'alaikum,saran dari saya tidak banyak sih, cukup dengan memperbaiki kesalahan dari apk BSI MOBILE,Setiap pertama saya masuk apk nya langsung ada kata ""PERMINTAAN WAKTU HABIS"" itu disaat saat saya lagi mau melakukan transaksi.akhir cerita sih harus menunggu sampai bisa.ini apk semakin update semakin susah untuk di gunakan,dan jjr sih saya tidak nyaman dan takut menabung jika seperti ini trus. Terimakasih. Wassalam","0","-1","-1","0"
"Sangat susah saat aktivasi waktu identifikasi wajah,3 hari deteksi wajah belum bisa terverifikasi Mohon Aplikasi ini ditingkatkan systemnya","0","0","-1","-1"
